Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
0	cosine	average	1	1.0	0.09012048035105505	0.09012048035105505	0.09012048035105505
