Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
2	cosine	average	4	0.8574027808629111	0.23270872058231123	0.23270872058231123	0.23270872058231123
