	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
7	cosine	average	9	0.05931806339427194	0.09025625756713145	0.015271605736290694	-0.000856100619894146
