	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
0	cosine	average	2	0.015275484838711181	-0.003928079983805424	-0.003928079983805424	0.006123416272050884
