	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
2	cosine	average	4	0.0037192420271197663	-0.003960874448650114	-0.003960874448650114	-0.009071858034968345
