	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
0	cosine	average	2	-0.005044712697556626	-0.007947963731827228	-0.007947963731827228	-0.007947963731827228
