	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
1	cosine	average	3	0.009575033996710345	0.0076005717240204785	0.0076005717240204785	-0.0031309836099486787
