	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
3	cosine	average	5	0.0028485363266049983	-0.008131682839672196	-0.008131682839672196	-0.008131682839672196
