	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
6	cosine	average	8	0.06609996454336546	-0.007711627322944392	-0.007711627322944392	-0.006360734739230323
