Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
4	cosine	average	6	0.6880984489954757	0.07229696985078266	0.07229696985078266	0.07229696985078266
