Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
1	cosine	average	4	1.0	0.062264190705245914	0.062264190705245914	0.062264190705245914
