	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
5	cosine	average	7	0.023944038740679973	0.05181875623758163	-0.008632995010786128	-0.007811799771734852
