Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
5	cosine	average	5	0.8324128832134947	0.23503681524127812	0.23503681524127812	0.23503681524127812
