Unnamed: 0	fh_affinity	fh_linkage	fh_nc	fh_maxari	maxari	sil_cosine_ari	sil_euclidean_ari
5	cosine	average	5	0.8324128832134947	0.21713340885201088	0.21713340885201088	0.21713340885201088
